BHAC15 tracks and internal structure for low mass stars (0.07 Msun to 1.4 Msun)

M/Ms: mass of the star in units of solar mass 
log t: age of the star (in yr)
Teff: effective temperature (in K)
L/Ls: log luminosity in units of solar luminosity (value used Ls=3.839d+33)
g: log g  (surface gravity)
R/Rs : radius of the star in units of solar radius    (value used Rs=6.96d10)
Li/Li0: ratio of surface lithium abundance to initial abundance
log Tc : log of central temprature
log ROc: log of central density (in gr/cc)
Mrad: mass of radiative core (in solar mass)
Rrad: radius of radiatif core (in solar radius)
k2conv: convective gyration radius 
k2rad: radiative gyration radius


------------------------------------------------------------------------
NOTE: Adopted convention to calculate the gyration radii:

k2conv=[ I/(R**2 * Mstar) ]**(1/2)

with I the moment of inertia defined here by :

I = 2/3 integral(r**2 * dm) 
with the integral over the mass of the convective region

Same for k2rad, corresponding to the radiative zone.
(Make sure you take the factor 2/3 into account)

Example: To calculate the moment of inertia of a 1 Msun star at t = 4.6 Gyr, 
the table gives

k2conv= 8.993E-02  
k2rad= 2.519E-01

k2**2 = k2conv**2 + k2rad**2 ~ 0.071 ===> I = 3/2 * k2**2 ~ 0.107

(Which is the expected value of the moment of intertia for the Sun)

END OF NOTE
-----------------------------------------------------------------------------

!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.800     9.691     4894.  -0.547  4.601  0.741    0.000   7.075   1.9899  0.7433   5.048E-01  1.692E-01  2.879E-01
 0.800     9.694     4895.  -0.547  4.600  0.742    0.000   7.075   1.9907  0.7433   5.049E-01  1.692E-01  2.878E-01
 0.800     9.696     4895.  -0.547  4.600  0.742    0.000   7.075   1.9914  0.7433   5.050E-01  1.692E-01  2.878E-01
 0.800     9.699     4896.  -0.546  4.600  0.742    0.000   7.076   1.9922  0.7433   5.050E-01  1.692E-01  2.877E-01
 0.800     9.702     4897.  -0.546  4.600  0.742    0.000   7.076   1.9930  0.7433   5.051E-01  1.692E-01  2.876E-01
 0.800     9.705     4897.  -0.545  4.599  0.742    0.000   7.076   1.9938  0.7433   5.051E-01  1.691E-01  2.875E-01
 0.800     9.707     4898.  -0.545  4.599  0.743    0.000   7.076   1.9946  0.7433   5.052E-01  1.691E-01  2.874E-01
 0.800     9.710     4898.  -0.544  4.599  0.743    0.000   7.076   1.9954  0.7433   5.053E-01  1.691E-01  2.873E-01
 0.800     9.713     4899.  -0.544  4.599  0.743    0.000   7.077   1.9962  0.7433   5.053E-01  1.691E-01  2.873E-01
 0.800     9.715     4899.  -0.544  4.599  0.743    0.000   7.077   1.9970  0.7433   5.054E-01  1.691E-01  2.872E-01
 0.800     9.718     4900.  -0.543  4.598  0.743    0.000   7.077   1.9978  0.7433   5.054E-01  1.691E-01  2.871E-01
 0.800     9.721     4901.  -0.543  4.598  0.743    0.000   7.077   1.9985  0.7433   5.055E-01  1.691E-01  2.870E-01
 0.800     9.723     4901.  -0.542  4.598  0.744    0.000   7.077   1.9993  0.7433   5.056E-01  1.691E-01  2.869E-01
 0.800     9.726     4902.  -0.542  4.598  0.744    0.000   7.077   2.0001  0.7433   5.056E-01  1.690E-01  2.868E-01
 0.800     9.728     4903.  -0.541  4.597  0.744    0.000   7.078   2.0009  0.7433   5.057E-01  1.690E-01  2.868E-01
 0.800     9.731     4903.  -0.541  4.597  0.744    0.000   7.078   2.0017  0.7433   5.057E-01  1.690E-01  2.867E-01
 0.800     9.733     4904.  -0.540  4.597  0.744    0.000   7.078   2.0025  0.7433   5.058E-01  1.690E-01  2.866E-01
 0.800     9.736     4905.  -0.540  4.597  0.745    0.000   7.078   2.0033  0.7433   5.058E-01  1.690E-01  2.865E-01
 0.800     9.739     4905.  -0.540  4.597  0.745    0.000   7.078   2.0041  0.7433   5.059E-01  1.690E-01  2.864E-01
 0.800     9.741     4906.  -0.539  4.596  0.745    0.000   7.079   2.0049  0.7433   5.060E-01  1.690E-01  2.863E-01
 0.800     9.744     4906.  -0.539  4.596  0.745    0.000   7.079   2.0057  0.7433   5.060E-01  1.689E-01  2.863E-01
 0.800     9.746     4907.  -0.538  4.596  0.745    0.000   7.079   2.0065  0.7458   5.106E-01  1.661E-01  2.878E-01
 0.800     9.748     4908.  -0.538  4.596  0.746    0.000   7.079   2.0073  0.7458   5.107E-01  1.661E-01  2.878E-01
 0.800     9.751     4908.  -0.537  4.596  0.746    0.000   7.079   2.0080  0.7458   5.108E-01  1.661E-01  2.877E-01
 0.800     9.753     4909.  -0.537  4.595  0.746    0.000   7.080   2.0089  0.7458   5.108E-01  1.661E-01  2.876E-01
 0.800     9.756     4910.  -0.536  4.595  0.746    0.000   7.080   2.0096  0.7458   5.109E-01  1.661E-01  2.875E-01
 0.800     9.758     4910.  -0.536  4.595  0.746    0.000   7.080   2.0104  0.7458   5.109E-01  1.660E-01  2.874E-01
 0.800     9.761     4911.  -0.536  4.595  0.746    0.000   7.080   2.0112  0.7458   5.110E-01  1.660E-01  2.873E-01
 0.800     9.763     4911.  -0.535  4.594  0.747    0.000   7.080   2.0121  0.7458   5.111E-01  1.660E-01  2.873E-01
 0.800     9.765     4912.  -0.535  4.594  0.747    0.000   7.080   2.0129  0.7458   5.112E-01  1.660E-01  2.872E-01
 0.800     9.768     4913.  -0.534  4.594  0.747    0.000   7.081   2.0137  0.7458   5.112E-01  1.660E-01  2.871E-01
 0.800     9.770     4913.  -0.534  4.594  0.747    0.000   7.081   2.0145  0.7458   5.113E-01  1.660E-01  2.870E-01
 0.800     9.772     4914.  -0.533  4.593  0.747    0.000   7.081   2.0154  0.7458   5.114E-01  1.660E-01  2.869E-01
 0.800     9.779     4916.  -0.532  4.593  0.748    0.000   7.082   2.0178  0.7458   5.115E-01  1.659E-01  2.867E-01
 0.800     9.791     4919.  -0.530  4.592  0.749    0.000   7.082   2.0220  0.7458   5.119E-01  1.659E-01  2.863E-01
 0.800     9.799     4922.  -0.528  4.591  0.750    0.000   7.083   2.0253  0.7458   5.121E-01  1.658E-01  2.859E-01
 0.800     9.810     4925.  -0.526  4.590  0.751    0.000   7.084   2.0295  0.7458   5.124E-01  1.657E-01  2.855E-01
 0.800     9.821     4928.  -0.523  4.589  0.752    0.000   7.085   2.0339  0.7458   5.127E-01  1.657E-01  2.851E-01
 0.800     9.831     4932.  -0.521  4.587  0.753    0.000   7.086   2.0380  0.7458   5.131E-01  1.656E-01  2.846E-01
 0.800     9.839     4934.  -0.519  4.586  0.754    0.000   7.087   2.0417  0.7458   5.133E-01  1.655E-01  2.843E-01
 0.800     9.851     4938.  -0.516  4.585  0.755    0.000   7.088   2.0466  0.7458   5.138E-01  1.655E-01  2.838E-01
 0.800     9.860     4942.  -0.514  4.584  0.756    0.000   7.089   2.0514  0.7458   5.141E-01  1.654E-01  2.833E-01
 0.800     9.870     4945.  -0.512  4.583  0.757    0.000   7.090   2.0559  0.7458   5.144E-01  1.653E-01  2.828E-01
 0.800     9.879     4948.  -0.509  4.581  0.758    0.000   7.091   2.0598  0.7458   5.148E-01  1.653E-01  2.824E-01
 0.800     9.890     4953.  -0.506  4.580  0.759    0.000   7.092   2.0657  0.7458   5.152E-01  1.652E-01  2.818E-01
 0.800     9.900     4956.  -0.503  4.578  0.760    0.000   7.093   2.0709  0.7458   5.156E-01  1.651E-01  2.813E-01
 0.800     9.911     4961.  -0.500  4.577  0.762    0.000   7.094   2.0768  0.7458   5.160E-01  1.650E-01  2.807E-01
 0.800     9.921     4964.  -0.498  4.575  0.763    0.000   7.096   2.0819  0.7458   5.165E-01  1.649E-01  2.802E-01
 0.800     9.930     4969.  -0.494  4.574  0.765    0.000   7.097   2.0879  0.7458   5.170E-01  1.648E-01  2.796E-01
 0.800     9.940     4973.  -0.491  4.572  0.766    0.000   7.098   2.0939  0.7458   5.174E-01  1.647E-01  2.790E-01
 0.800     9.949     4977.  -0.489  4.571  0.767    0.000   7.099   2.0992  0.7480   5.224E-01  1.620E-01  2.800E-01
 0.800     9.960     4982.  -0.485  4.569  0.769    0.000   7.101   2.1066  0.7480   5.230E-01  1.619E-01  2.793E-01
 0.800     9.969     4986.  -0.482  4.567  0.770    0.000   7.102   2.1123  0.7480   5.235E-01  1.618E-01  2.787E-01
 0.800     9.979     4991.  -0.478  4.565  0.772    0.000   7.104   2.1196  0.7480   5.241E-01  1.617E-01  2.780E-01
 0.800     9.989     4996.  -0.474  4.563  0.774    0.000   7.105   2.1267  0.7480   5.246E-01  1.616E-01  2.773E-01
 0.800     9.999     5001.  -0.470  4.561  0.776    0.000   7.107   2.1342  0.7480   5.253E-01  1.615E-01  2.766E-01



!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.900     5.693     4315.   0.436  3.449  2.960    1.000   6.377  -0.5246  0.0000   0.000E+00  4.477E-01  0.000E+00
 0.900     5.699     4315.   0.432  3.454  2.944    1.000   6.379  -0.5176  0.0000   0.000E+00  4.477E-01  0.000E+00
 0.900     5.713     4314.   0.422  3.464  2.912    1.000   6.384  -0.5035  0.0000   0.000E+00  4.478E-01  0.000E+00
 0.900     5.720     4314.   0.417  3.468  2.896    1.000   6.386  -0.4965  0.0000   0.000E+00  4.479E-01  0.000E+00
 0.900     5.733     4313.   0.407  3.478  2.864    1.000   6.391  -0.4825  0.0000   0.000E+00  4.480E-01  0.000E+00
 0.900     5.740     4313.   0.402  3.483  2.848    1.000   6.393  -0.4754  0.0000   0.000E+00  4.480E-01  0.000E+00
 0.900     5.753     4312.   0.392  3.492  2.817    1.000   6.398  -0.4614  0.0000   0.000E+00  4.481E-01  0.000E+00
 0.900     5.760     4311.   0.387  3.497  2.801    1.000   6.400  -0.4543  0.0000   0.000E+00  4.482E-01  0.000E+00
 0.900     5.774     4310.   0.377  3.507  2.771    1.000   6.405  -0.4403  0.0000   0.000E+00  4.483E-01  0.000E+00
 0.900     5.781     4310.   0.372  3.511  2.755    1.000   6.407  -0.4333  0.0000   0.000E+00  4.483E-01  0.000E+00
 0.900     5.794     4309.   0.362  3.521  2.725    1.000   6.412  -0.4192  0.0000   0.000E+00  4.484E-01  0.000E+00
 0.900     5.801     4308.   0.357  3.526  2.710    1.000   6.414  -0.4122  0.0000   0.000E+00  4.485E-01  0.000E+00
 0.900     5.815     4307.   0.347  3.535  2.680    1.000   6.419  -0.3981  0.0000   0.000E+00  4.486E-01  0.000E+00
 0.900     5.822     4306.   0.342  3.540  2.666    1.000   6.421  -0.3911  0.0000   0.000E+00  4.486E-01  0.000E+00
 0.900     5.835     4305.   0.332  3.550  2.636    1.000   6.426  -0.3771  0.0000   0.000E+00  4.487E-01  0.000E+00
 0.900     5.842     4305.   0.327  3.555  2.622    1.000   6.428  -0.3700  0.0000   0.000E+00  4.487E-01  0.000E+00
 0.900     5.849     4304.   0.322  3.559  2.608    1.000   6.430  -0.3630  0.0000   0.000E+00  4.488E-01  0.000E+00
 0.900     5.863     4303.   0.312  3.569  2.579    1.000   6.435  -0.3490  0.0000   0.000E+00  4.489E-01  0.000E+00
 0.900     5.870     4302.   0.307  3.574  2.565    1.000   6.437  -0.3419  0.0000   0.000E+00  4.489E-01  0.000E+00
 0.900     5.884     4301.   0.297  3.583  2.537    1.000   6.442  -0.3279  0.0000   0.000E+00  4.490E-01  0.000E+00
 0.900     5.891     4300.   0.291  3.588  2.523    1.000   6.444  -0.3208  0.0000   0.000E+00  4.491E-01  0.000E+00
 0.900     5.905     4299.   0.281  3.598  2.495    1.000   6.449  -0.3067  0.0000   0.000E+00  4.492E-01  0.000E+00
 0.900     5.912     4298.   0.276  3.602  2.481    1.000   6.451  -0.2997  0.0000   0.000E+00  4.492E-01  0.000E+00
 0.900     5.926     4297.   0.266  3.612  2.454    1.000   6.456  -0.2856  0.0000   0.000E+00  4.493E-01  0.000E+00
 0.900     5.933     4296.   0.261  3.617  2.441    1.000   6.458  -0.2786  0.0000   0.000E+00  4.494E-01  0.000E+00
 0.900     5.940     4296.   0.256  3.622  2.427    1.000   6.460  -0.2715  0.0000   0.000E+00  4.494E-01  0.000E+00
 0.900     5.954     4294.   0.246  3.631  2.400    1.000   6.465  -0.2574  0.0000   0.000E+00  4.495E-01  0.000E+00
 0.900     5.961     4294.   0.241  3.636  2.387    1.000   6.467  -0.2504  0.0000   0.000E+00  4.495E-01  0.000E+00
 0.900     5.975     4292.   0.231  3.646  2.361    1.000   6.472  -0.2362  0.0000   0.000E+00  4.496E-01  0.000E+00
 0.900     5.982     4292.   0.226  3.650  2.348    1.000   6.474  -0.2292  0.0000   0.000E+00  4.497E-01  0.000E+00
 0.900     5.996     4290.   0.216  3.660  2.322    1.000   6.479  -0.2150  0.0000   0.000E+00  4.498E-01  0.000E+00
 0.900     6.003     4290.   0.211  3.665  2.310    1.000   6.481  -0.2079  0.0000   0.000E+00  4.498E-01  0.000E+00
 0.900     6.010     4289.   0.205  3.670  2.297    1.000   6.484  -0.2009  0.0000   0.000E+00  4.498E-01  0.000E+00
 0.900     6.024     4288.   0.195  3.679  2.272    1.000   6.488  -0.1867  0.0000   0.000E+00  4.499E-01  0.000E+00
 0.900     6.031     4287.   0.190  3.684  2.259    1.000   6.491  -0.1796  0.0000   0.000E+00  4.500E-01  0.000E+00
 0.900     6.045     4286.   0.180  3.693  2.234    1.000   6.495  -0.1655  0.0000   0.000E+00  4.500E-01  0.000E+00
 0.900     6.052     4285.   0.175  3.698  2.222    1.000   6.498  -0.1584  0.0000   0.000E+00  4.501E-01  0.000E+00
 0.900     6.060     4284.   0.170  3.703  2.210    1.000   6.500  -0.1513  0.0000   0.000E+00  4.501E-01  0.000E+00
 0.900     6.074     4283.   0.160  3.713  2.186    1.000   6.505  -0.1372  0.0000   0.000E+00  4.502E-01  0.000E+00
 0.900     6.081     4282.   0.155  3.717  2.174    1.000   6.507  -0.1301  0.0000   0.000E+00  4.502E-01  0.000E+00
 0.900     6.095     4281.   0.145  3.727  2.150    1.000   6.512  -0.1159  0.0000   0.000E+00  4.503E-01  0.000E+00
 0.900     6.102     4280.   0.140  3.732  2.138    1.000   6.514  -0.1088  0.0000   0.000E+00  4.503E-01  0.000E+00
 0.900     6.109     4279.   0.135  3.737  2.126    1.000   6.516  -0.1018  0.0000   0.000E+00  4.503E-01  0.000E+00
 0.900     6.124     4278.   0.124  3.746  2.103    0.999   6.521  -0.0876  0.0000   0.000E+00  4.504E-01  0.000E+00
 0.900     6.131     4277.   0.119  3.751  2.092    0.999   6.523  -0.0805  0.0000   0.000E+00  4.505E-01  0.000E+00
 0.900     6.145     4276.   0.109  3.760  2.069    0.999   6.528  -0.0664  0.0000   0.000E+00  4.505E-01  0.000E+00
 0.900     6.152     4275.   0.104  3.765  2.057    0.999   6.530  -0.0593  0.0000   0.000E+00  4.506E-01  0.000E+00
 0.900     6.160     4274.   0.099  3.770  2.046    0.999   6.533  -0.0522  0.0000   0.000E+00  4.506E-01  0.000E+00
 0.900     6.174     4273.   0.089  3.780  2.024    0.999   6.537  -0.0381  0.0000   0.000E+00  4.506E-01  0.000E+00
 0.900     6.181     4272.   0.084  3.784  2.012    0.999   6.540  -0.0310  0.0000   0.000E+00  4.507E-01  0.000E+00
 0.900     6.196     4271.   0.074  3.794  1.990    0.998   6.545  -0.0169  0.0000   0.000E+00  4.507E-01  0.000E+00
 0.900     6.203     4270.   0.069  3.799  1.980    0.998   6.547  -0.0098  0.0000   0.000E+00  4.508E-01  0.000E+00
 0.900     6.210     4269.   0.064  3.803  1.969    0.997   6.549  -0.0028  0.0000   0.000E+00  4.508E-01  0.000E+00
 0.900     6.224     4268.   0.053  3.813  1.947    0.997   6.554   0.0113  0.0000   0.000E+00  4.509E-01  0.000E+00
 0.900     6.232     4267.   0.048  3.818  1.937    0.996   6.556   0.0184  0.0000   0.000E+00  4.509E-01  0.000E+00
 0.900     6.246     4265.   0.038  3.827  1.915    0.995   6.561   0.0325  0.0000   0.000E+00  4.510E-01  0.000E+00
 0.900     6.253     4265.   0.033  3.832  1.905    0.994   6.563   0.0395  0.0000   0.000E+00  4.510E-01  0.000E+00
 0.900     6.260     4264.   0.028  3.837  1.894    0.994   6.566   0.0465  0.0000   0.000E+00  4.510E-01  0.000E+00
 0.900     6.275     4262.   0.018  3.846  1.874    0.992   6.570   0.0606  0.0000   0.000E+00  4.511E-01  0.000E+00
 0.900     6.282     4261.   0.013  3.851  1.864    0.991   6.573   0.0676  0.0000   0.000E+00  4.511E-01  0.000E+00
 0.900     6.289     4260.   0.007  3.856  1.853    0.989   6.575   0.0746  0.0000   0.000E+00  4.512E-01  0.000E+00
 0.900     6.304     4259.  -0.003  3.865  1.833    0.986   6.580   0.0886  0.0000   0.000E+00  4.512E-01  0.000E+00
 0.900     6.311     4258.  -0.008  3.870  1.823    0.984   6.582   0.0956  0.0000   0.000E+00  4.513E-01  0.000E+00
 0.900     6.325     4256.  -0.018  3.880  1.803    0.980   6.587   0.1096  0.0008   9.396E-02  4.513E-01  9.367E-04
 0.900     6.332     4255.  -0.023  3.884  1.794    0.977   6.589   0.1166  0.0019   1.265E-01  4.514E-01  2.013E-03
 0.900     6.340     4254.  -0.028  3.889  1.784    0.975   6.591   0.1236  0.0026   1.398E-01  4.514E-01  2.623E-03
 0.900     6.354     4252.  -0.039  3.898  1.765    0.969   6.596   0.1377  0.0060   1.845E-01  4.515E-01  5.354E-03
 0.900     6.361     4251.  -0.044  3.903  1.755    0.965   6.598   0.1446  0.0074   1.968E-01  4.515E-01  6.374E-03
 0.900     6.374     4249.  -0.053  3.912  1.738    0.959   6.602   0.1579  0.0129   2.354E-01  4.515E-01  1.017E-02
 0.900     6.381     4248.  -0.058  3.916  1.729    0.955   6.604   0.1645  0.0129   2.342E-01  4.515E-01  1.017E-02
 0.900     6.394     4246.  -0.067  3.925  1.713    0.947   6.607   0.1770  0.0183   2.619E-01  4.515E-01  1.370E-02
 0.900     6.400     4245.  -0.071  3.928  1.705    0.944   6.609   0.1829  0.0210   2.734E-01  4.515E-01  1.539E-02
 0.900     6.411     4243.  -0.080  3.936  1.690    0.936   6.613   0.1947  0.0240   2.838E-01  4.515E-01  1.722E-02
 0.900     6.422     4242.  -0.087  3.943  1.676    0.928   6.616   0.2055  0.0270   2.933E-01  4.514E-01  1.903E-02
 0.900     6.432     4240.  -0.095  3.950  1.664    0.919   6.619   0.2158  0.0330   3.122E-01  4.513E-01  2.254E-02
 0.900     6.442     4238.  -0.102  3.956  1.651    0.911   6.622   0.2260  0.0330   3.098E-01  4.514E-01  2.254E-02
 0.900     6.451     4237.  -0.109  3.962  1.640    0.902   6.624   0.2354  0.0390   3.262E-01  4.512E-01  2.596E-02
 0.900     6.460     4235.  -0.115  3.968  1.629    0.894   6.627   0.2443  0.0457   3.425E-01  4.510E-01  2.965E-02
 0.900     6.473     4233.  -0.124  3.976  1.614    0.882   6.630   0.2574  0.0523   3.560E-01  4.508E-01  3.327E-02
 0.900     6.481     4232.  -0.130  3.981  1.604    0.873   6.632   0.2656  0.0523   3.539E-01  4.508E-01  3.326E-02
 0.900     6.489     4230.  -0.136  3.987  1.594    0.864   6.634   0.2743  0.0589   3.670E-01  4.506E-01  3.681E-02
 0.900     6.503     4228.  -0.145  3.995  1.578    0.849   6.638   0.2883  0.0656   3.774E-01  4.503E-01  4.030E-02
 0.900     6.509     4227.  -0.150  3.999  1.571    0.842   6.640   0.2948  0.0656   3.756E-01  4.503E-01  4.029E-02
 0.900     6.524     4225.  -0.160  4.009  1.554    0.824   6.644   0.3101  0.0722   3.847E-01  4.500E-01  4.373E-02
 0.900     6.531     4224.  -0.165  4.014  1.546    0.816   6.645   0.3178  0.0788   3.950E-01  4.497E-01  4.713E-02
 0.900     6.546     4221.  -0.176  4.023  1.529    0.797   6.649   0.3333  0.0855   4.023E-01  4.493E-01  5.048E-02
 0.900     6.553     4220.  -0.181  4.028  1.521    0.788   6.651   0.3411  0.0921   4.112E-01  4.490E-01  5.381E-02
 0.900     6.561     4219.  -0.186  4.032  1.513    0.779   6.653   0.3490  0.0987   4.196E-01  4.485E-01  5.711E-02
 0.900     6.575     4217.  -0.196  4.042  1.497    0.759   6.657   0.3648  0.1054   4.251E-01  4.481E-01  6.035E-02
 0.900     6.583     4215.  -0.201  4.046  1.488    0.750   6.659   0.3727  0.1120   4.325E-01  4.476E-01  6.360E-02
 0.900     6.590     4214.  -0.207  4.051  1.480    0.739   6.660   0.3807  0.1120   4.300E-01  4.476E-01  6.356E-02
 0.900     6.605     4212.  -0.217  4.060  1.465    0.718   6.664   0.3969  0.1253   4.435E-01  4.466E-01  6.997E-02
 0.900     6.613     4211.  -0.222  4.065  1.457    0.707   6.666   0.4050  0.1253   4.409E-01  4.466E-01  6.993E-02
 0.900     6.620     4210.  -0.227  4.070  1.449    0.696   6.668   0.4132  0.1319   4.472E-01  4.461E-01  7.310E-02
 0.900     6.635     4208.  -0.237  4.079  1.433    0.674   6.671   0.4297  0.1385   4.504E-01  4.455E-01  7.619E-02
 0.900     6.643     4206.  -0.243  4.084  1.426    0.662   6.673   0.4380  0.1452   4.560E-01  4.449E-01  7.931E-02
 0.900     6.650     4205.  -0.248  4.088  1.418    0.651   6.675   0.4463  0.1518   4.613E-01  4.443E-01  8.242E-02
 0.900     6.666     4203.  -0.258  4.098  1.403    0.627   6.679   0.4632  0.1584   4.636E-01  4.436E-01  8.544E-02
 0.900     6.673     4202.  -0.263  4.102  1.395    0.615   6.681   0.4717  0.1651   4.684E-01  4.429E-01  8.851E-02
 0.900     6.681     4201.  -0.268  4.107  1.388    0.604   6.682   0.4803  0.1717   4.729E-01  4.422E-01  9.155E-02
 0.900     6.696     4199.  -0.278  4.116  1.373    0.580   6.686   0.4975  0.1783   4.744E-01  4.415E-01  9.450E-02
 0.900     6.704     4198.  -0.283  4.121  1.366    0.567   6.688   0.5062  0.1850   4.786E-01  4.407E-01  9.752E-02
 0.900     6.712     4197.  -0.288  4.126  1.358    0.556   6.690   0.5148  0.1916   4.826E-01  4.400E-01  1.005E-01
 0.900     6.719     4196.  -0.293  4.130  1.351    0.544   6.691   0.5235  0.1982   4.864E-01  4.392E-01  1.035E-01
 0.900     6.734     4194.  -0.303  4.139  1.337    0.521   6.695   0.5408  0.2049   4.872E-01  4.383E-01  1.064E-01
 0.900     6.742     4194.  -0.308  4.144  1.330    0.509   6.697   0.5494  0.2115   4.908E-01  4.375E-01  1.093E-01
 0.900     6.749     4193.  -0.313  4.148  1.323    0.497   6.699   0.5581  0.2181   4.942E-01  4.366E-01  1.123E-01
 0.900     6.764     4191.  -0.322  4.157  1.310    0.476   6.702   0.5754  0.2314   5.007E-01  4.348E-01  1.181E-01
 0.900     6.772     4191.  -0.327  4.162  1.303    0.464   6.704   0.5840  0.2314   4.977E-01  4.347E-01  1.180E-01
 0.900     6.779     4190.  -0.332  4.166  1.297    0.453   6.706   0.5927  0.2380   5.008E-01  4.338E-01  1.209E-01
 0.900     6.794     4188.  -0.341  4.175  1.284    0.431   6.709   0.6100  0.2513   5.067E-01  4.318E-01  1.266E-01
 0.900     6.801     4188.  -0.345  4.179  1.278    0.421   6.711   0.6187  0.2560   5.078E-01  4.311E-01  1.286E-01
 0.900     6.816     4187.  -0.354  4.187  1.265    0.400   6.714   0.6360  0.2653   5.099E-01  4.295E-01  1.325E-01
 0.900     6.823     4186.  -0.359  4.192  1.259    0.391   6.716   0.6447  0.2742   5.143E-01  4.281E-01  1.363E-01
 0.900     6.830     4186.  -0.363  4.196  1.253    0.380   6.718   0.6533  0.2742   5.114E-01  4.280E-01  1.362E-01
 0.900     6.844     4185.  -0.372  4.204  1.241    0.360   6.721   0.6707  0.2830   5.127E-01  4.264E-01  1.398E-01
 0.900     6.851     4185.  -0.376  4.208  1.236    0.351   6.723   0.6793  0.2918   5.169E-01  4.250E-01  1.436E-01
 0.900     6.865     4184.  -0.384  4.216  1.224    0.333   6.726   0.6967  0.3007   5.180E-01  4.233E-01  1.471E-01
 0.900     6.872     4184.  -0.388  4.220  1.219    0.324   6.728   0.7053  0.3095   5.220E-01  4.217E-01  1.509E-01
 0.900     6.879     4184.  -0.392  4.224  1.213    0.315   6.729   0.7140  0.3095   5.191E-01  4.216E-01  1.507E-01
 0.900     6.893     4183.  -0.400  4.232  1.202    0.298   6.733   0.7313  0.3272   5.268E-01  4.183E-01  1.581E-01
 0.900     6.900     4183.  -0.404  4.236  1.197    0.290   6.734   0.7400  0.3272   5.238E-01  4.181E-01  1.579E-01
 0.900     6.914     4184.  -0.412  4.243  1.186    0.275   6.738   0.7574  0.3420   5.291E-01  4.152E-01  1.640E-01
 0.900     6.921     4184.  -0.415  4.247  1.181    0.268   6.739   0.7660  0.3480   5.305E-01  4.139E-01  1.664E-01
 0.900     6.934     4184.  -0.422  4.254  1.171    0.254   6.743   0.7834  0.3540   5.290E-01  4.124E-01  1.685E-01
 0.900     6.941     4184.  -0.426  4.258  1.166    0.247   6.745   0.7921  0.3623   5.322E-01  4.107E-01  1.719E-01
 0.900     6.954     4185.  -0.433  4.265  1.157    0.235   6.748   0.8094  0.3707   5.324E-01  4.086E-01  1.751E-01
 0.900     6.961     4186.  -0.436  4.269  1.152    0.229   6.750   0.8181  0.3790   5.355E-01  4.068E-01  1.785E-01
 0.900     6.974     4187.  -0.443  4.276  1.143    0.218   6.753   0.8355  0.3874   5.356E-01  4.047E-01  1.815E-01
 0.900     6.981     4188.  -0.446  4.279  1.138    0.212   6.755   0.8442  0.3958   5.386E-01  4.027E-01  1.849E-01
 0.900     6.993     4189.  -0.452  4.286  1.129    0.201   6.758   0.8615  0.4041   5.386E-01  4.005E-01  1.879E-01
 0.900     7.000     4190.  -0.455  4.290  1.125    0.197   6.760   0.8702  0.4125   5.416E-01  3.985E-01  1.913E-01
 0.900     7.013     4192.  -0.461  4.296  1.116    0.187   6.763   0.8876  0.4208   5.416E-01  3.961E-01  1.942E-01
 0.900     7.019     4193.  -0.464  4.299  1.112    0.183   6.765   0.8963  0.4281   5.437E-01  3.943E-01  1.971E-01
 0.900     7.032     4196.  -0.469  4.306  1.104    0.174   6.768   0.9137  0.4354   5.429E-01  3.921E-01  1.995E-01
 0.900     7.044     4198.  -0.474  4.312  1.096    0.166   6.771   0.9311  0.4477   5.456E-01  3.886E-01  2.041E-01
 0.900     7.050     4200.  -0.477  4.315  1.092    0.163   6.773   0.9397  0.4528   5.462E-01  3.872E-01  2.059E-01
 0.900     7.063     4203.  -0.481  4.321  1.085    0.156   6.777   0.9571  0.4628   5.474E-01  3.841E-01  2.095E-01
 0.900     7.075     4207.  -0.486  4.327  1.077    0.150   6.780   0.9745  0.4729   5.485E-01  3.810E-01  2.130E-01
 0.900     7.081     4210.  -0.488  4.330  1.074    0.147   6.782   0.9832  0.4779   5.491E-01  3.794E-01  2.147E-01
 0.900     7.093     4214.  -0.491  4.336  1.067    0.141   6.785   1.0006  0.4880   5.503E-01  3.762E-01  2.182E-01
 0.900     7.104     4219.  -0.495  4.341  1.060    0.136   6.789   1.0181  0.4981   5.515E-01  3.729E-01  2.217E-01
 0.900     7.110     4222.  -0.497  4.344  1.056    0.133   6.791   1.0268  0.5031   5.522E-01  3.712E-01  2.233E-01
 0.900     7.122     4228.  -0.500  4.350  1.050    0.129   6.794   1.0442  0.5132   5.534E-01  3.677E-01  2.267E-01
 0.900     7.133     4234.  -0.502  4.355  1.043    0.125   6.798   1.0616  0.5233   5.547E-01  3.642E-01  2.301E-01
 0.900     7.139     4237.  -0.504  4.357  1.040    0.123   6.800   1.0703  0.5283   5.554E-01  3.624E-01  2.317E-01
